age,workclass,education,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,capital-balance,income
29,Private,Bachelors,NotMarried,Handlers-cleaners,Own-child,White,1,40,United-States,0,0
19,Private,HighGrad,NotMarried,Other-service,Own-child,Black,0,40,United-States,0,0
35,Self-emp-not-inc,Masters,Married,Prof-specialty,Husband,White,1,65,United-States,0,1
52,Private,Bachelors,Married,Prof-specialty,Husband,White,1,50,United-States,0,1
28,Private,dropout,NotMarried,Machine-op-inspct,Unmarried,White,0,40,United-States,0,0
38,Private,HighGrad,NotMarried,Other-service,Own-child,White,1,40,United-States,0,0
42,Private,CommunityCollege,Widowed,Sales,Unmarried,Black,0,40,United-States,0,0
41,Private,Bachelors,NotMarried,Prof-specialty,Not-in-family,Black,1,40,United-States,0,0
23,Private,Bachelors,NotMarried,Prof-specialty,Not-in-family,White,1,38,United-States,0,0
31,Private,Masters,Married,Sales,Husband,White,1,76,United-States,0,1
31,Private,dropout,NotMarried,Machine-op-inspct,Not-in-family,White,1,45,Mexico,0,0
46,Private,Masters,Married,Prof-specialty,Husband,White,1,40,United-States,0,1
18,Private,dropout,NotMarried,Sales,Own-child,White,0,20,United-States,0,0
57,Self-emp-not-inc,Masters,Married,Tech-support,Husband,White,1,38,United-States,0,1
25,Private,CommunityCollege,NotMarried,Adm-clerical,Not-in-family,White,0,38,United-States,0,0
32,Private,Masters,Married,Exec-managerial,Husband,White,1,40,United-States,0,1
27,Private,dropout,NotMarried,Farming-fishing,Own-child,White,1,40,United-States,0,0
46,Federal-gov,Bachelors,Married,Prof-specialty,Husband,White,1,45,United-States,7688,1
43,State-gov,HighGrad,NotMarried,Craft-repair,Unmarried,White,1,40,United-States,0,0
56,Self-emp-not-inc,Bachelors,NotMarried,Prof-specialty,Not-in-family,White,0,40,United-States,0,1
19,Private,HighGrad,Married,Craft-repair,Wife,White,0,40,United-States,0,0
20,Federal-gov,HighGrad,NotMarried,Adm-clerical,Own-child,White,0,40,United-States,0,0
42,Private,CommunityCollege,NotMarried,Machine-op-inspct,Not-in-family,White,1,45,United-States,0,0
90,Private,HighGrad,Widowed,Transport-moving,Unmarried,White,1,99,United-States,0,0
25,Private,dropout,Separated,Machine-op-inspct,Not-in-family,Black,1,35,United-States,0,0
27,Private,HighGrad,NotMarried,Other-service,Not-in-family,Black,0,40,Outros,0,0
48,Private,HighGrad,Married,Transport-moving,Husband,White,1,44,United-States,0,0
48,Federal-gov,CommunityCollege,NotMarried,Adm-clerical,Not-in-family,Black,1,40,United-States,0,0
27,Private,HighGrad,Married,Craft-repair,Husband,White,1,48,United-States,0,0
46,Private,Bachelors,Widowed,Tech-support,Unmarried,White,0,38,United-States,0,0
32,Private,dropout,Married,Other-service,Other-relative,White,1,40,United-States,0,0
22,Private,CommunityCollege,Married,Tech-support,Husband,White,1,40,United-States,0,0
24,Private,Bachelors,Married,Prof-specialty,Wife,White,0,40,United-States,0,1
31,Private,HighGrad,Married,Craft-repair,Husband,White,1,65,United-States,0,0
20,Private,CommunityCollege,NotMarried,Prof-specialty,Not-in-family,White,0,18,United-States,0,0
28,Self-emp-not-inc,Masters,NotMarried,Prof-specialty,Not-in-family,White,1,40,United-States,2176,0
40,Self-emp-inc,HighGrad,Married,Exec-managerial,Husband,White,1,60,United-States,0,1
39,Private,HighGrad,Married,Machine-op-inspct,Husband,White,1,40,United-States,0,1
54,Local-gov,HighGrad,Married,Transport-moving,Husband,White,1,40,United-States,0,0
59,Local-gov,CommunityCollege,Married,Protective-serv,Husband,White,1,42,United-States,0,0
17,Private,dropout,NotMarried,Sales,Own-child,White,0,18,United-States,0,0
25,Self-emp-not-inc,CommunityCollege,NotMarried,Craft-repair,Own-child,White,1,80,United-States,0,0
49,Local-gov,HighGrad,Married,Protective-serv,Husband,White,1,40,United-States,0,1
55,Self-emp-not-inc,HighGrad,Separated,Exec-managerial,Not-in-family,White,1,60,United-States,34095,0
39,Private,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,0,0
67,Private,CommunityCollege,Widowed,Prof-specialty,Not-in-family,White,0,16,United-States,0,0
28,Private,HighGrad,NotMarried,Other-service,Unmarried,White,1,40,United-States,0,0
35,Private,dropout,Married,Machine-op-inspct,Husband,White,1,40,Outros,0,0
44,Private,HighGrad,Married,Adm-clerical,Husband,White,1,48,United-States,0,1
51,Private,Masters,Married,Prof-specialty,Husband,White,1,47,United-States,0,1
55,Private,Bachelors,Widowed,Farming-fishing,Own-child,Asian-Pac-Islander,1,40,United-States,0,0
45,Local-gov,HighGrad,Married,Protective-serv,Husband,White,1,78,United-States,0,1
32,Private,HighGrad,Married,Craft-repair,Husband,White,1,48,United-States,0,0
45,Private,CommunityCollege,Separated,Exec-managerial,Unmarried,White,0,40,United-States,0,0
45,Private,Masters,Married,Exec-managerial,Husband,White,1,60,Outros,15024,1
35,Private,Bachelors,NotMarried,Sales,Not-in-family,White,1,40,United-States,0,1
55,Local-gov,HighGrad,Married,Transport-moving,Husband,White,1,44,United-States,0,0
59,Private,CommunityCollege,Married,Craft-repair,Husband,White,1,40,United-States,0,1
22,Private,HighGrad,NotMarried,Adm-clerical,Not-in-family,White,0,55,United-States,0,0
46,Local-gov,Masters,Widowed,Exec-managerial,Unmarried,Black,0,35,United-States,0,0
23,Private,HighGrad,NotMarried,Farming-fishing,Own-child,White,1,40,United-States,0,0
47,Private,Bachelors,Married,Exec-managerial,Husband,White,1,45,United-States,0,1
34,Private,HighGrad,Married,Craft-repair,Husband,White,1,30,Outros,0,0
51,Private,dropout,Separated,Transport-moving,Own-child,White,1,40,United-States,0,0
40,Private,CommunityCollege,Married,Sales,Husband,White,1,50,United-States,0,0
24,State-gov,CommunityCollege,NotMarried,Adm-clerical,Own-child,White,1,12,United-States,0,0
20,Private,CommunityCollege,NotMarried,Farming-fishing,Not-in-family,White,1,72,United-States,0,0
44,Private,CommunityCollege,Separated,Transport-moving,Unmarried,White,1,50,United-States,1831,0
26,Private,HighGrad,Separated,Craft-repair,Unmarried,White,1,40,United-States,0,0
35,Local-gov,HighGrad,Separated,Adm-clerical,Unmarried,White,0,38,United-States,0,0
23,Private,CommunityCollege,NotMarried,Machine-op-inspct,Unmarried,Asian-Pac-Islander,1,40,Outros,0,0
40,Private,HighGrad,Separated,Craft-repair,Not-in-family,White,1,50,United-States,0,0
49,Local-gov,HighGrad,Married,Protective-serv,Husband,White,1,40,United-States,0,0
32,Private,HighGrad,NotMarried,Machine-op-inspct,Not-in-family,White,1,45,United-States,0,0
28,Private,CommunityCollege,Separated,Prof-specialty,Unmarried,White,0,40,United-States,0,0
51,Private,Masters,Married,Exec-managerial,Husband,White,1,60,United-States,15024,1
62,Private,CommunityCollege,Married,Exec-managerial,Husband,White,1,50,United-States,0,1
31,Private,CommunityCollege,Married,Machine-op-inspct,Husband,White,1,40,Mexico,0,0
47,Local-gov,CommunityCollege,Married,Protective-serv,Husband,White,1,40,United-States,0,1
36,Private,CommunityCollege,NotMarried,Tech-support,Not-in-family,White,0,3,United-States,0,0
44,State-gov,HighGrad,NotMarried,Craft-repair,Not-in-family,White,1,40,United-States,0,0
46,Private,Bachelors,Married,Exec-managerial,Husband,White,1,40,United-States,0,1
32,Private,HighGrad,NotMarried,Craft-repair,Not-in-family,White,1,40,United-States,0,0
51,Self-emp-not-inc,CommunityCollege,Separated,Transport-moving,Unmarried,Black,0,30,United-States,0,0
48,Private,Bachelors,Married,Exec-managerial,Husband,White,1,45,United-States,0,1
28,Private,Bachelors,NotMarried,Machine-op-inspct,Unmarried,Black,0,40,United-States,0,0
57,Self-emp-inc,CommunityCollege,Married,Tech-support,Husband,White,1,60,United-States,0,1
33,Private,CommunityCollege,Married,Sales,Husband,White,1,40,United-States,0,0
42,Private,HighGrad,Separated,Machine-op-inspct,Not-in-family,White,1,15,United-States,0,0
17,Private,dropout,NotMarried,Other-service,Own-child,White,1,40,United-States,0,0
31,Self-emp-inc,Bachelors,Married,Exec-managerial,Husband,White,1,55,United-States,0,1
35,Private,CommunityCollege,NotMarried,Machine-op-inspct,Not-in-family,White,1,40,United-States,-1974,0
20,Private,HighGrad,NotMarried,Handlers-cleaners,Own-child,White,1,40,United-States,0,0
36,Private,HighGrad,Married,Exec-managerial,Wife,White,0,40,United-States,0,0
24,Private,CommunityCollege,NotMarried,Sales,Not-in-family,White,0,24,United-States,0,0
33,Private,CommunityCollege,Married,Transport-moving,Husband,Black,1,50,United-States,0,1
36,Private,CommunityCollege,Married,Adm-clerical,Husband,White,1,40,United-States,0,0
31,Private,Bachelors,Separated,Exec-managerial,Unmarried,White,0,40,United-States,0,0
29,Private,CommunityCollege,Separated,Sales,Unmarried,White,0,40,United-States,3418,0
47,Private,Bachelors,Married,Sales,Husband,White,1,60,United-States,0,1
30,Private,Doctorate,Married,Prof-specialty,Husband,White,1,75,United-States,5178,1
34,Private,HighGrad,Married,Farming-fishing,Husband,White,1,50,United-States,0,0
23,Private,HighGrad,NotMarried,Machine-op-inspct,Other-relative,White,0,40,United-States,0,0
33,Private,CommunityCollege,Separated,Adm-clerical,Not-in-family,White,1,40,United-States,0,0
59,Private,dropout,Separated,Machine-op-inspct,Not-in-family,White,0,40,United-States,0,0
67,Self-emp-not-inc,Bachelors,Separated,Prof-specialty,Not-in-family,White,1,40,United-States,0,0
26,Private,HighGrad,Separated,Machine-op-inspct,Not-in-family,White,1,40,United-States,0,0
27,Private,HighGrad,Married,Machine-op-inspct,Husband,Asian-Pac-Islander,1,40,Outros,2885,0
24,Private,Bachelors,NotMarried,Adm-clerical,Own-child,White,1,39,United-States,0,0
44,Federal-gov,CommunityCollege,Separated,Tech-support,Not-in-family,White,1,40,United-States,0,0
31,Private,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,0,1
28,Private,Masters,Married,Prof-specialty,Husband,White,1,60,United-States,0,0
19,Private,HighGrad,NotMarried,Other-service,Own-child,White,0,20,United-States,0,0
31,Self-emp-not-inc,Bachelors,Married,Exec-managerial,Wife,White,0,40,United-States,-1902,1
20,Private,HighGrad,NotMarried,Adm-clerical,Not-in-family,White,0,40,United-States,0,0
64,Private,HighGrad,Separated,Other-service,Not-in-family,White,0,15,United-States,0,0
47,State-gov,HighGrad,Married,Adm-clerical,Wife,White,0,40,United-States,0,1
36,Private,CommunityCollege,NotMarried,Adm-clerical,Not-in-family,White,0,35,United-States,0,0
48,Private,HighGrad,Married,Craft-repair,Husband,White,1,44,United-States,0,1
19,Self-emp-not-inc,CommunityCollege,NotMarried,Other-service,Own-child,White,0,40,Mexico,0,0
22,Private,HighGrad,NotMarried,Sales,Own-child,Black,0,35,United-States,0,0
56,Private,dropout,Separated,Adm-clerical,Not-in-family,White,1,40,United-States,0,0
22,Private,CommunityCollege,NotMarried,Adm-clerical,Not-in-family,White,1,50,United-States,0,0
37,Private,Bachelors,Married,Prof-specialty,Husband,White,1,99,United-States,0,1
57,Local-gov,Bachelors,Widowed,Prof-specialty,Not-in-family,White,0,35,United-States,0,0
38,Private,CommunityCollege,Married,Sales,Husband,White,1,50,United-States,0,1
34,Private,HighGrad,NotMarried,Machine-op-inspct,Unmarried,Black,0,40,United-States,0,0
38,Federal-gov,CommunityCollege,Separated,Exec-managerial,Not-in-family,White,0,40,United-States,0,0
30,Self-emp-inc,CommunityCollege,Married,Exec-managerial,Husband,Asian-Pac-Islander,1,40,Outros,-1902,1
32,Private,Bachelors,NotMarried,Prof-specialty,Not-in-family,White,1,45,United-States,0,1
29,Private,dropout,NotMarried,Other-service,Not-in-family,Black,0,40,United-States,0,0
56,Private,HighGrad,Married,Machine-op-inspct,Husband,White,1,40,United-States,0,0
42,Private,CommunityCollege,Married,Exec-managerial,Wife,White,0,35,United-States,7298,1
71,Local-gov,HighGrad,Widowed,Exec-managerial,Other-relative,White,0,33,United-States,0,0
20,Private,dropout,NotMarried,Transport-moving,Own-child,White,1,40,United-States,0,0
25,Private,HighGrad,NotMarried,Machine-op-inspct,Own-child,White,1,36,United-States,0,0
61,Private,CommunityCollege,Married,Prof-specialty,Husband,White,1,50,United-States,0,1
24,State-gov,Bachelors,Married,Exec-managerial,Wife,White,0,40,United-States,0,0
51,Private,dropout,NotMarried,Other-service,Unmarried,Black,0,40,United-States,0,0
27,Private,HighGrad,NotMarried,Adm-clerical,Not-in-family,White,1,40,United-States,0,0
41,Private,CommunityCollege,Married,Exec-managerial,Wife,White,0,40,United-States,-1902,1
31,Private,HighGrad,Separated,Machine-op-inspct,Not-in-family,White,1,40,United-States,0,0
39,Private,HighGrad,Separated,Priv-house-serv,Unmarried,Black,0,16,United-States,0,0
51,Self-emp-not-inc,Masters,Married,Prof-specialty,Husband,White,1,40,United-States,0,0
52,Private,HighGrad,NotMarried,Exec-managerial,Unmarried,White,0,40,United-States,0,0
49,Private,Bachelors,Married,Prof-specialty,Husband,White,1,40,United-States,0,1
43,Private,CommunityCollege,Married,Craft-repair,Husband,White,1,40,United-States,0,0
45,Private,Bachelors,Married,Exec-managerial,Husband,White,1,60,United-States,-1977,1
49,Private,HighGrad,Separated,Machine-op-inspct,Not-in-family,White,1,40,United-States,0,0
19,Private,HighGrad,NotMarried,Other-service,Not-in-family,White,0,40,United-States,0,0
44,Self-emp-not-inc,HighGrad,Married,Farming-fishing,Husband,White,1,40,United-States,0,0
67,Self-emp-inc,HighGrad,Married,Transport-moving,Husband,White,1,40,United-States,0,0
58,Private,Masters,Married,Prof-specialty,Husband,White,1,45,United-States,0,1
36,Private,Bachelors,Married,Prof-specialty,Husband,White,1,40,United-States,7688,1
67,Private,HighGrad,Widowed,Adm-clerical,Not-in-family,White,0,16,Outros,15831,1
61,Private,Doctorate,Married,Prof-specialty,Husband,White,1,40,United-States,0,1
55,Local-gov,dropout,NotMarried,Other-service,Unmarried,Black,0,40,United-States,0,0
35,Federal-gov,HighGrad,NotMarried,Adm-clerical,Not-in-family,White,1,40,United-States,0,0
35,Private,dropout,NotMarried,Other-service,Unmarried,Black,0,38,United-States,0,0
20,State-gov,CommunityCollege,NotMarried,Adm-clerical,Own-child,White,0,10,United-States,0,0
51,Private,HighGrad,Married,Adm-clerical,Wife,Black,0,40,United-States,0,0
23,Private,Bachelors,NotMarried,Prof-specialty,Own-child,White,1,40,United-States,0,0
39,Private,HighGrad,Married,Farming-fishing,Husband,White,1,24,United-States,0,0
36,Private,CommunityCollege,Separated,Other-service,Unmarried,White,0,40,United-States,0,0
47,Private,HighGrad,Married,Sales,Husband,White,1,45,United-States,0,1
27,Private,Bachelors,NotMarried,Sales,Not-in-family,White,1,80,United-States,0,1
29,Private,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,0,0
21,State-gov,CommunityCollege,NotMarried,Protective-serv,Not-in-family,White,1,40,United-States,0,0
18,Private,CommunityCollege,NotMarried,Adm-clerical,Not-in-family,White,0,20,United-States,0,0
24,Private,CommunityCollege,NotMarried,Exec-managerial,Own-child,White,1,20,United-States,0,0
39,Federal-gov,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,0,1
51,State-gov,CommunityCollege,Married,Exec-managerial,Husband,White,1,40,United-States,0,0
47,Private,Bachelors,Married,Tech-support,Husband,White,1,40,United-States,15024,1
62,Private,CommunityCollege,Separated,Adm-clerical,Unmarried,White,0,30,United-States,0,0
49,Private,Bachelors,Married,Exec-managerial,Husband,White,1,40,United-States,0,1
20,Private,dropout,Married,Other-service,Husband,White,1,40,United-States,0,0
24,Private,CommunityCollege,NotMarried,Sales,Not-in-family,White,1,40,United-States,0,0
25,Private,HighGrad,NotMarried,Exec-managerial,Own-child,White,0,40,United-States,0,0
54,Self-emp-not-inc,Bachelors,Married,Sales,Husband,White,1,40,United-States,0,0
25,Private,HighGrad,NotMarried,Craft-repair,Own-child,White,1,40,United-States,0,0
43,Private,CommunityCollege,Separated,Sales,Unmarried,White,0,55,United-States,0,1
26,Private,Bachelors,NotMarried,Exec-managerial,Not-in-family,White,1,38,United-States,-1876,0
24,Private,HighGrad,Married,Handlers-cleaners,Husband,White,1,40,United-States,0,0
18,Private,dropout,NotMarried,Other-service,Own-child,Amer-Indian-Eskimo,1,20,United-States,0,0
45,Self-emp-not-inc,HighGrad,Married,Exec-managerial,Husband,White,1,25,United-States,0,0
26,Private,Bachelors,NotMarried,Sales,Not-in-family,White,1,40,United-States,0,0
47,Private,CommunityCollege,NotMarried,Other-service,Own-child,White,1,40,United-States,0,0
21,Without-pay,HighGrad,NotMarried,Craft-repair,Own-child,Black,1,40,United-States,0,0
29,Private,HighGrad,Separated,Other-service,Unmarried,White,0,99,United-States,0,0
68,Private,CommunityCollege,Married,Prof-specialty,Husband,White,1,15,United-States,0,0
21,Private,CommunityCollege,NotMarried,Exec-managerial,Not-in-family,Black,1,48,Mexico,0,0
28,Self-emp-inc,CommunityCollege,NotMarried,Exec-managerial,Not-in-family,White,1,30,United-States,0,0
46,Private,HighGrad,Married,Exec-managerial,Wife,White,0,40,United-States,0,1
35,Private,HighGrad,Separated,Transport-moving,Unmarried,Black,0,48,United-States,0,0
50,Self-emp-not-inc,dropout,NotMarried,Craft-repair,Not-in-family,White,1,25,United-States,0,0
48,Self-emp-inc,CommunityCollege,Separated,Exec-managerial,Not-in-family,White,1,40,United-States,0,0
59,Private,Bachelors,Married,Craft-repair,Husband,White,1,50,United-States,15024,1
23,Private,CommunityCollege,NotMarried,Exec-managerial,Own-child,Black,1,40,United-States,0,0
53,Private,HighGrad,Widowed,Sales,Not-in-family,White,0,30,United-States,0,0
50,Self-emp-inc,Masters,Married,Sales,Husband,White,1,40,United-States,0,1
53,Private,dropout,NotMarried,Handlers-cleaners,Not-in-family,Other,1,56,Outros,0,0
52,Private,HighGrad,Married,Machine-op-inspct,Husband,Black,1,48,United-States,0,0
38,Private,Bachelors,Married,Prof-specialty,Husband,White,1,50,United-States,0,0
43,Private,Masters,Married,Exec-managerial,Husband,White,1,50,United-States,0,1
35,Private,Bachelors,Married,Other-service,Wife,White,0,32,United-States,0,0
41,Private,Masters,Married,Exec-managerial,Husband,White,1,50,United-States,0,1
22,Private,CommunityCollege,NotMarried,Sales,Own-child,White,1,40,United-States,0,0
39,Private,HighGrad,Married,Other-service,Husband,White,1,60,United-States,0,1
45,Private,Masters,Married,Sales,Husband,White,1,40,United-States,0,1
31,Private,dropout,Married,Farming-fishing,Wife,White,0,42,United-States,0,0
40,Private,Bachelors,Married,Prof-specialty,Husband,White,1,40,United-States,-1887,1
47,Self-emp-not-inc,dropout,Married,Transport-moving,Husband,White,1,20,United-States,0,0
53,Private,HighGrad,Married,Craft-repair,Husband,Black,1,40,Outros,0,0
53,Self-emp-inc,Bachelors,Married,Sales,Husband,White,1,60,United-States,0,1
33,Local-gov,Bachelors,NotMarried,Tech-support,Not-in-family,Black,1,52,United-States,-1564,1
24,Private,Bachelors,NotMarried,Adm-clerical,Own-child,White,0,20,United-States,0,0
34,Private,CommunityCollege,NotMarried,Other-service,Not-in-family,White,0,40,United-States,0,0
46,Self-emp-inc,HighGrad,Married,Sales,Husband,White,1,50,United-States,0,1
29,Federal-gov,CommunityCollege,Married,Protective-serv,Husband,White,1,60,United-States,0,0
61,State-gov,dropout,Widowed,Other-service,Unmarried,White,0,32,United-States,0,1
31,Private,HighGrad,Married,Farming-fishing,Husband,White,1,40,United-States,0,0
29,Private,HighGrad,NotMarried,Tech-support,Own-child,Black,1,40,United-States,0,0
42,Private,HighGrad,Separated,Craft-repair,Unmarried,White,1,40,United-States,0,0
50,Federal-gov,CommunityCollege,Married,Exec-managerial,Husband,White,1,40,United-States,0,0
34,Private,HighGrad,Separated,Adm-clerical,Not-in-family,White,0,40,United-States,0,0
39,Private,dropout,Married,Transport-moving,Husband,White,1,40,United-States,0,0
74,Private,dropout,Married,Transport-moving,Husband,Black,1,20,United-States,0,0
40,Private,CommunityCollege,Married,Sales,Husband,White,1,40,United-States,0,0
75,Self-emp-not-inc,Masters,Married,Prof-specialty,Husband,White,1,50,United-States,-2174,1
40,Local-gov,Bachelors,Married,Prof-specialty,Wife,White,0,40,United-States,0,1
36,Private,dropout,Married,Craft-repair,Husband,White,1,40,United-States,0,0
28,Private,Bachelors,Married,Exec-managerial,Wife,White,0,40,United-States,0,1
19,Private,CommunityCollege,NotMarried,Adm-clerical,Not-in-family,White,0,18,United-States,0,0
36,Private,CommunityCollege,Separated,Other-service,Unmarried,Black,0,32,United-States,0,0
50,Federal-gov,CommunityCollege,Separated,Adm-clerical,Unmarried,White,0,40,United-States,-880,0
47,Private,CommunityCollege,Married,Prof-specialty,Wife,Black,0,40,United-States,15024,1
48,Private,HighGrad,NotMarried,Tech-support,Unmarried,Black,0,33,Outros,0,0
60,Self-emp-inc,HighGrad,Separated,Craft-repair,Not-in-family,White,1,40,United-States,0,0
30,Private,Masters,NotMarried,Prof-specialty,Not-in-family,Black,1,30,United-States,0,0
32,Private,Bachelors,Married,Exec-managerial,Husband,White,1,50,United-States,0,1
45,Local-gov,Masters,Married,Prof-specialty,Wife,White,0,35,United-States,-1977,1
51,Private,CommunityCollege,Married,Tech-support,Husband,White,1,40,United-States,0,1
53,Private,dropout,NotMarried,Machine-op-inspct,Unmarried,Black,1,75,Outros,0,0
48,Self-emp-not-inc,Masters,Married,Exec-managerial,Husband,White,1,40,Mexico,0,1
32,Private,CommunityCollege,Separated,Machine-op-inspct,Not-in-family,White,0,50,United-States,0,0
31,Private,HighGrad,Separated,Exec-managerial,Unmarried,Black,0,40,United-States,0,0
58,Self-emp-not-inc,Bachelors,Separated,Other-service,Not-in-family,White,0,20,United-States,0,0
32,Private,CommunityCollege,Married,Exec-managerial,Husband,White,1,60,United-States,0,1
32,Private,Bachelors,NotMarried,Prof-specialty,Not-in-family,White,1,40,United-States,0,0
40,Private,Bachelors,Separated,Sales,Own-child,White,1,80,United-States,0,0
50,Private,Bachelors,Married,Exec-managerial,Husband,White,1,55,United-States,99999,1
38,Self-emp-not-inc,dropout,Separated,Machine-op-inspct,Not-in-family,White,1,40,United-States,0,0
30,Private,HighGrad,Married,Machine-op-inspct,Husband,White,1,40,United-States,0,0
21,Private,HighGrad,NotMarried,Adm-clerical,Unmarried,White,0,40,United-States,0,0
28,Private,Bachelors,NotMarried,Prof-specialty,Own-child,White,0,40,United-States,-1564,1
32,Private,CommunityCollege,Separated,Prof-specialty,Unmarried,White,0,36,United-States,-880,0
25,Private,HighGrad,NotMarried,Sales,Not-in-family,White,1,45,United-States,0,0
59,Private,CommunityCollege,Married,Tech-support,Husband,White,1,40,United-States,0,1
49,Private,CommunityCollege,NotMarried,Craft-repair,Own-child,White,1,40,United-States,0,0
36,Private,Bachelors,NotMarried,Exec-managerial,Not-in-family,White,1,40,United-States,0,0
46,Private,CommunityCollege,Separated,Priv-house-serv,Unmarried,White,0,30,United-States,0,0
37,Local-gov,Masters,Married,Prof-specialty,Husband,White,1,60,United-States,0,1
48,Private,Bachelors,Married,Sales,Husband,Black,1,40,United-States,0,1
43,Private,CommunityCollege,Married,Other-service,Husband,White,1,44,United-States,-1672,0
41,Private,HighGrad,Married,Exec-managerial,Husband,White,1,40,United-States,0,1
54,Private,HighGrad,Married,Sales,Husband,White,1,40,United-States,3464,0
36,Private,CommunityCollege,Separated,Exec-managerial,Not-in-family,White,0,4,United-States,0,0
29,Private,Bachelors,Separated,Other-service,Unmarried,Other,0,40,United-States,0,0
66,Local-gov,HighGrad,Married,Craft-repair,Husband,White,1,40,United-States,-2267,0
59,Private,Masters,NotMarried,Prof-specialty,Not-in-family,White,1,50,United-States,0,0
62,Private,Bachelors,Married,Exec-managerial,Husband,White,1,40,United-States,0,1
29,Private,dropout,NotMarried,Craft-repair,Not-in-family,White,1,40,Mexico,0,0
28,Private,Bachelors,Married,Sales,Husband,White,1,45,United-States,0,1
27,Private,Bachelors,Married,Machine-op-inspct,Husband,White,1,60,United-States,-1887,1
42,State-gov,HighGrad,Married,Exec-managerial,Husband,White,1,40,United-States,0,1
60,Private,CommunityCollege,Married,Craft-repair,Husband,White,1,46,United-States,0,1
58,Private,Masters,Married,Prof-specialty,Husband,White,1,50,United-States,0,1
27,Private,CommunityCollege,Married,Craft-repair,Husband,White,1,40,United-States,0,0
45,Private,HighGrad,Widowed,Craft-repair,Not-in-family,White,0,40,United-States,0,0
50,Private,CommunityCollege,Married,Craft-repair,Husband,White,1,40,United-States,0,1
43,Private,CommunityCollege,Married,Craft-repair,Husband,Black,1,40,United-States,0,0
39,Private,Masters,Separated,Exec-managerial,Not-in-family,White,1,50,United-States,0,0
21,Private,CommunityCollege,NotMarried,Adm-clerical,Own-child,White,1,20,United-States,0,0
24,Private,HighGrad,Married,Handlers-cleaners,Husband,Black,1,70,United-States,0,0
59,Self-emp-not-inc,Masters,Married,Farming-fishing,Husband,White,1,30,United-States,0,0
36,Private,HighGrad,Married,Machine-op-inspct,Husband,White,1,40,United-States,0,1
35,Private,Masters,Married,Exec-managerial,Husband,Asian-Pac-Islander,1,65,Outros,0,1
33,Private,CommunityCollege,Separated,Handlers-cleaners,Own-child,White,1,40,United-States,0,0
30,Private,HighGrad,NotMarried,Craft-repair,Not-in-family,Black,0,45,United-States,0,0
40,Private,CommunityCollege,Separated,Craft-repair,Unmarried,White,1,50,United-States,0,1
26,Self-emp-not-inc,CommunityCollege,Married,Sales,Husband,White,1,55,United-States,0,0
37,Federal-gov,CommunityCollege,Separated,Adm-clerical,Not-in-family,Black,1,40,United-States,0,0
68,Self-emp-not-inc,CommunityCollege,Separated,Transport-moving,Not-in-family,White,0,20,United-States,0,0
45,Private,Bachelors,Married,Craft-repair,Husband,White,1,72,United-States,0,1
56,Private,HighGrad,Married,Prof-specialty,Husband,White,1,40,United-States,0,0
36,Private,HighGrad,NotMarried,Adm-clerical,Own-child,White,0,40,United-States,0,0
50,Private,Bachelors,Married,Exec-managerial,Husband,White,1,50,United-States,7298,1
38,Private,CommunityCollege,Married,Sales,Husband,White,1,40,United-States,0,0
29,Private,Bachelors,Married,Sales,Husband,White,1,41,United-States,0,0
28,Private,HighGrad,NotMarried,Other-service,Unmarried,White,0,28,United-States,0,0
39,Federal-gov,CommunityCollege,Married,Adm-clerical,Husband,White,1,50,United-States,0,0
26,Local-gov,Bachelors,NotMarried,Protective-serv,Not-in-family,White,1,40,United-States,0,0
52,Self-emp-inc,CommunityCollege,Separated,Exec-managerial,Not-in-family,White,1,65,United-States,0,1
52,Private,Bachelors,Separated,Farming-fishing,Not-in-family,White,1,40,United-States,0,0
84,Private,HighGrad,Widowed,Other-service,Not-in-family,White,0,13,United-States,0,0
33,Federal-gov,CommunityCollege,NotMarried,Other-service,Not-in-family,White,0,10,United-States,0,0
46,Federal-gov,Masters,Married,Prof-specialty,Husband,White,1,50,United-States,15024,1
30,Private,HighGrad,NotMarried,Sales,Not-in-family,White,0,35,United-States,0,0
38,Private,Bachelors,Married,Prof-specialty,Husband,White,1,40,Outros,0,1
66,Private,HighGrad,Widowed,Priv-house-serv,Not-in-family,White,0,8,United-States,0,0
62,Federal-gov,Masters,Married,Adm-clerical,Husband,White,1,40,Outros,0,1
31,Private,Bachelors,Married,Exec-managerial,Husband,Black,1,40,United-States,-1887,1
31,Private,Bachelors,Married,Craft-repair,Husband,White,1,40,United-States,0,1
39,Private,HighGrad,Married,Machine-op-inspct,Husband,White,1,40,United-States,2829,0
27,Private,Bachelors,NotMarried,Tech-support,Own-child,White,0,40,United-States,0,0
38,Private,CommunityCollege,Separated,Adm-clerical,Own-child,White,0,40,United-States,0,0
25,Private,HighGrad,NotMarried,Handlers-cleaners,Other-relative,White,1,40,United-States,0,0
48,Private,HighGrad,Married,Exec-managerial,Wife,White,0,40,United-States,0,0
45,Local-gov,Masters,Married,Prof-specialty,Husband,White,1,50,United-States,0,1
22,Private,CommunityCollege,NotMarried,Sales,Own-child,White,1,40,United-States,0,0
